Date,Hour,Horse,Jockey,Position,Distance,Cuidador,Caballeriza,HorseNumber,PistaCondition,BornDate,Sex,Pelaje,Father,Mother,Grandfather,Breeder,HorseWeight,JockeyWeight
12/07/2024,16:00,SEWELO,CANDIA GUTIERREZ ELVIO G,7,1000,GUTIERREZ ROBERTO C,ABUELA MARIA (SR),3,ARENA | NORMAL,02-09-2020,MACHO,ZAINO,SEIZE (USA),NOT FOR FREE,NOT FOR SALE,ALBORADA,506,57
12/07/2024,16:30,QUE ONDA WEY,CANTO TOBIAS,1,1000,CANTO ABEL M,NUEVO MUNDO (LP),4,ARENA | NORMAL,02-11-2020,MACHO,ZAINO,EMMANUEL,QUE DELICIA (USA),PINE BLUFF,LEZICA AGUSTIN ALFREDO,550,59.7
12/07/2024,16:30,BRIGHT SPECIMEN,ANDRIAN RODOLFO E,2,1000,HERRERA HERMOSILLA NESTOR F,EL TREBOL DE PICUN (LP),14,ARENA | NORMAL,27-07-2020,MACHO,ZAINO,AMERO,UNIFORMADA,SLEW GIN FIZZ (USA),LUNA NUEVA,500,59.5
12/07/2024,16:30,VENDEDOR DE FANTASIA,HAMITY LUIS E,3,1000,AREVALO MARCELO A,EL BATARAZ (S.FE),13,ARENA | NORMAL,02-09-2018,MACHO,ZAINO,IN THE DARK,VERANERA,EASING ALONG (USA),VACACION,474,60
12/07/2024,16:30,SILOGISMO,SALTEÑO ENZO G,4,1000,OROÑO CARLOS R,EL ENRIQUE (Rº),9,ARENA | NORMAL,13-11-2020,MACHO,ALAZAN,HOLY BOSS (USA),EXTENDED LIMIT (USA),GHOSTZAPPER (USA),ESTIRPE DE CRIADORES,494,59.5
12/07/2024,16:30,PRECIOSO FIL,BRAMAJO RUBEN D,5,1000,VINARDI OSCAR O,EL REGRESO,10,ARENA | NORMAL,19-09-2019,MACHO,ZAINO,FILOSO EMPEROR,PRECIOSA CHICA,FREUD (USA),LOS DESAGUES,481,60
12/07/2024,16:30,PIUQUE LEF,DIESTRA JUAN CRUZ,6,1000,MUNARIN CARLOS E,LOS RADALES (NQN),6,ARENA | NORMAL,27-09-2020,HEMBRA,ZAINO,QUE CHISTOSO,DIOSA INCA,EASING ALONG (USA),LEF KAWELL,452,57.5
12/07/2024,16:30,SOY GENARO,MALDONADO JUAN I,7,1000,MALDONADO GABRIEL O,DON JULIAN (R.IV),8,ARENA | NORMAL,28-10-2019,MACHO,ZAINO,SEBI HALO,ROMAN STORM,ROMAN RULER (USA),LOS DESAGUES,507,60
12/07/2024,16:30,SKY LEAF,HALLER EXEQUIEL MATIAS A,8,1000,DOELLO CRISTIAN D,EL DORMILON (GCHU),2,ARENA | NORMAL,10-10-2020,HEMBRA,ZAINO,FALLING SKY (USA),BRIGHT LEAF,PURE PRIZE (USA),CAMPOSTRINI VICTOR MARTIN,474,57.5
12/07/2024,16:30,NO WOMAN NO CRY,BASCUÑAN RODRIGO D,9,1000,LATOF SEBASTIAN E,AGUSTIN ROCA (LP),5,ARENA | NORMAL,21-08-2020,HEMBRA,ZAINO,QUE VIDA BUENA,COLIBRI RYE,CATCHER IN THE RYE (IRE),DON FLORENTINO,510,57.5
12/07/2024,16:30,BIRD ROCK,PERALTA JORGE LUIS,10,1000,PELLEGRINI FERNANDO,DON RODOLFO (AZ),7,ARENA | NORMAL,17-10-2020,MACHO,ALAZAN,INCURABLE OPTIMIST (USA),ALLELUIA,ANGIOLO,EL PARAISO,414,59.5
12/07/2024,16:30,LATIN POP,PAOLONI JUAN P,98,1000,ACUÑA HUGO A,LAS NENAS (S.FE),12,ARENA | NORMAL,21-09-2020,MACHO,ZAINO,GRAND REWARD (USA),POP GIRL,ARCHIPENKO (USA),LA QUEBRADA,475,59.5
12/07/2024,17:00,QUE TA GUENO,CORIA FACUNDO M,1,1000,VELIZ HECTOR G,MAY-CLAU (LP),9,ARENA | NORMAL,14-10-2016,MACHO,ZAINO,QUE VIDA BUENA,TAPIA,SLEW GIN FIZZ (USA),LA CORONA,560,60
12/07/2024,17:00,ARELLANO,ENRIQUE BRIAN R,2,1000,BAGLIETTO GUSTAVO A,STUD SANTO DOMINGO (LP),1,ARENA | NORMAL,02-08-2020,MACHO,ZAINO,ANGIOLO,ROMAGNA,BAHIARO,EL PARAISO,504,59.5
12/07/2024,17:00,LEMORO,GONCALVES FRANCISCO LEANDRO,3,1000,MORALES JOSE LUIS,D.A.J.E (AZ),4,ARENA | NORMAL,12-10-2017,MACHO,ZAINO,LE BLUES,SIMPLEMENTE MIA,SEBI HALO,EL PARAISO,516,60
12/07/2024,17:00,ILL DIABOLO,VELAZQUEZ CRISTIAN E,4,1000,PANADERO JOSE L,MI GRAN SUEÑO (Dº),6,ARENA | NORMAL,17-09-2020,MACHO,ALAZAN,LIZARD ISLAND (USA),IMAGINAME LINDA,EASING ALONG (USA),LA PASION,510,59.5
12/07/2024,17:00,ALMENDRO EN FLOR,PEREYRA WILLIAM,5,1000,VIGIL ARNALDO O,TRES JOTAS (LP),7,ARENA | NORMAL,19-10-2018,MACHO,ALAZAN,ANGIOLO,ARTEMISA,MUTAKDDIM (USA),EL PARAISO,488,60
12/07/2024,17:00,HUMOR SABATINO,VALLE MARTIN J,6,1000,LATOF CESAR G,LOS TRES TURQUITOS (LP),5,ARENA | NORMAL,05-10-2018,MACHO,ZAINO,SABAYON,HUMORISTA (USA),ROMAN RULER (USA),LA PASION,530,60
12/07/2024,17:00,TEX FOR SALE,MONASTEROLO IVAN E,7,1000,PERIGA IGNACIO N,MASAMA,2,ARENA | NORMAL,04-10-2019,MACHO,ZAINO,NASHVILLE TEXAN,COZZY FOR SALE,NOT FOR SALE,ALFONSO SILVIA A. SCHONHOLZ DE Y BENESPE,532,60
12/07/2024,17:00,MR GLORY,PERALTA JORGE LUIS,8,1000,ALVAREZ ANGEL O,LOS BANDIDOS (NQN),3,ARENA | NORMAL,05-08-2020,MACHO,ZAINO,BODEMEISTER (USA),HOLIDAY GLORY,HARLAN'S HOLIDAY (USA),FIRMAMENTO,518,59.5
12/07/2024,17:00,UN VIAJE,ASERITO MAXIMILIANO,9,1000,BERNS MARIO A,ISIDORITO (Rº),8,ARENA | NORMAL,24-10-2018,MACHO,ALAZAN,GALICADO,UNA PANZADA,MR. LIGHT,EL TURF,562,60
12/07/2024,17:30,LEGAL CALL,VILLARRUEL MAURICIO E,1,1000,ACUÑA HUGO A,LAS NENAS (S.FE),3,ARENA | NORMAL,02-09-2020,MACHO,ZAINO,LE BLUES,SIREN CALL,SEBI HALO,EL PARAISO,484,59.5
12/07/2024,17:30,LA QUEJA,ACOSTA WALTER R,2,1000,DOMINGUEZ MARCELO L,SE SECO PAPA (AZ),4,ARENA | NORMAL,06-10-2020,HEMBRA,ZAINO,VALID STRIPES,LA QUIJOTADA,JUMP START (USA),SOLVEYRA EDUARDO ALFREDO,527,58.3
12/07/2024,17:30,ELITE RIMOUT,DIESTRA JUAN CRUZ,3,1000,RODRIGUEZ CHISTIAN N,STUD 5 CERROS (TDL),1,ARENA | NORMAL,26-09-2020,MACHO,ZAINO,REMOTE (GB),MISS ETTE,NUMEROUS (USA),FIRMAMENTO,555,59.5
12/07/2024,17:30,MISS FRESH,CALVENTE ENZO G,4,1000,PALACIOS CARLOS,DON RUBITO (LP),2,ARENA | NORMAL,07-09-2020,HEMBRA,ALAZAN,FRESHER,MISS ESPERADA,VONET,PONCE NESTOR OSCAR,435,57.5
12/07/2024,17:30,RIO LEGEND,HAMITY LUIS E,5,1000,AREVALO MARCELO A,EL QUESERO (CBA),8,ARENA | NORMAL,20-08-2020,MACHO,ALAZAN,IN THE DARK,TURF LEGEND,PURE PRIZE (USA),COSTA DEL RIO,476,59.5
12/07/2024,17:30,VASQUITA SOY,MALDONADO JUAN I,6,1000,MALDONADO GABRIEL O,EL PALOMAR (SR),13,ARENA | NORMAL,04-09-2020,HEMBRA,ZAINO,LE SORTILEGE,PAINT MIA,PAINTER,ARIZABALO ALBERTO BENITO,473,58.2
12/07/2024,17:30,FORJAR,LEZCANO AARON J,7,1000,LEZCANO DANIEL J,STUD EL LADRILLERO (CDIA),5,ARENA | NORMAL,24-08-2020,MACHO,ZAINO,FORGE (GB),SOCIAL SPIRIT,SOUTHERN HALO (USA),MI COMPLEJO,549,59.5
12/07/2024,17:30,LEGITIMO SOY,ROMERO RAUL A,8,1000,SAUNDERS VICTOR M,STUD HARAS LOS DESAGÜES (LP),9,ARENA | NORMAL,27-09-2020,MACHO,ZAINO,EQUAL LEGITIMO,DESPECHADA FIL,FILOSO EMPEROR,LOS DESAGUES,488,60
12/07/2024,17:30,HUMOR DE LOCOS,HALLER EXEQUIEL MATIAS A,9,1000,CONDE LUIS A,EL ESTRIBO (GCHU),10,ARENA | NORMAL,08-08-2020,MACHO,ZAINO DORADILLO,LIZARD ISLAND (USA),HAIL TO HUMOR (USA),DISTORTED HUMOR (USA),LA PASION,560,59.5
12/07/2024,17:30,CHINITO VELOZ,BIANCO LUCAS,10,1000,FERRERO CARLOS L,FLO-MA LO (SR),14,ARENA | NORMAL,04-11-2020,MACHO,ALAZAN,MALENCHINI,LUNA VELOZ,MISTER ELIUS,DIEZ CARLOS ADOLFO,481,59.5
12/07/2024,17:30,EL SACRISTAN,PEDRAZA AXEL R,11,1000,QUINTANA SERGIO O,EL GALPON (S.FCO),11,ARENA | NORMAL,05-10-2020,MACHO,ZAINO,EXCHANGE KISS,DOÑA MUECA,ROMANOV (IRE),SANS NESTOR MARCELO,453,59.5
12/07/2024,17:30,A FALTA DE PAN,BASCUÑAN RODRIGO D,98,1000,UBIEDO DAMIAN A,LAS DOS P (R.IV),7,ARENA | NORMAL,21-09-2018,MACHO,ZAINO,COMPASIVO CAT,AMEDIAS,RIDE THE RAILS (USA),LOS CUATRO CANDADOS,470,60
12/07/2024,18:00,ARCANUM,SOSA MIGUEL A O,1,1400,RIBOT NORBERTO D,GAUCHITO (AZ),1,ARENA | NORMAL,02-11-2021,MACHO,ZAINO,HORSE GREELEY (USA),TAROTISTA,PURE PRIZE (USA),DE LA POMME,471,56
12/07/2024,18:00,MERCATO SEA,GONCALVES FRANCISCO LEANDRO,2,1400,GISANDE SERGIO G,IR LA DULCE (LP),4,ARENA | NORMAL,07-08-2021,MACHO,ZAINO,IL MERCATO,COQUETTE SEA,SEATTLE FITZ,FIRMAMENTO,515,56
12/07/2024,18:00,LONGBOARD BLUE,VELAZQUEZ CRISTIAN E,3,1400,SANCHEZ LUIS A,CHUCAROS (SI),5,ARENA | NORMAL,06-09-2021,MACHO,ZAINO,LE BLUES,SEMANERA,SEBI HALO,EL PARAISO,490,56.2
12/07/2024,18:00,VALENTITI,CARRIZO PABLO D,4,1400,SAHAGIAN PABLO E,AS DE PICAS (GCHU),2,ARENA | NORMAL,23-07-2021,MACHO,ZAINO,LUCULLAN (USA),VALENTINA SPELL,NOT FOR SALE,EL WING,456,56.9
12/07/2024,18:00,ORPEN MASK,PEREYRA WILLIAM,5,1400,SALDIVIA JUAN F,LAS CANARIAS,3,ARENA | NORMAL,26-08-2021,MACHO,ZAINO,MASK (USA),ORPENELLA,ORPEN (USA),MAUTONE DANIEL DARIO,487,56
12/07/2024,18:30,TWITCH HURRICANE,GONCALVES FRANCISCO LEANDRO,1,1400,MARSIGLIA LALINDE DANIEL G,SANTA ANGELA (SI),2,ARENA | NORMAL,19-07-2019,MACHO,ZAINO,HURRICANE CAT (USA),TWITCH LADY,POTRILLON,SANTA INES,527,57.3
12/07/2024,18:30,EASY WAY OUT,BANEGAS KEVIN,2,1400,ALVAREZ MARIA F,SIXA (LP),7,ARENA | NORMAL,14-08-2019,MACHO,ALAZAN,IL CAMPIONE (CHI),PERMIT,PURE PRIZE (USA),TRIPLE ALLIANCE SA,512,57
12/07/2024,18:30,SEÑOR ARTISTA,ARMOHA LEOPOLDO M,3,1400,OJEDA LUIS A,EL SUEÑO DEL PIBE (PNA),6,ARENA | NORMAL,29-08-2019,MACHO,ZAINO COLORADO,SEÑOR CANDY (USA),ART EMOTIVE,ART MASTER (USA),LA NORA,498,57
12/07/2024,18:30,FULL AMOROSO,PERALTA JORGE LUIS,4,1400,BERTI MARCELO E,EL RUSITO 22 (LP),5,ARENA | NORMAL,21-08-2019,MACHO,ZAINO,FULL MAST (USA),TORTOLA KEY,KEY DEPUTY (USA),STUD HARAS GRAN MUÑECA S. A.,515,57.1
12/07/2024,18:30,EL GIARDINETTO,VILLAGRA JUAN C,5,1400,CAFERE MIGUEL A,J.C.V. (S.FE),1,ARENA | NORMAL,24-07-2019,MACHO,ZAINO,EASING ALONG (USA),ENTRANCED (USA),GHOSTZAPPER (USA),LA PASION,532,57.2
12/07/2024,18:30,VEGGIE JOY,PILIERO SERGIO A,6,1400,LOPEZ ALBERTO M,1912 (LP),8,ARENA | NORMAL,15-08-2017,MACHO,ZAINO COLORADO,FORTIFY (USA),SOUTH VERSERA,SOUTHERN HALO (USA),LA BIZNAGA,492,55
12/07/2024,18:30,SUMATE,CALVENTE GUSTAVO E,7,1400,MEDINA CARLOS A,ENFANT'S GATE,4,ARENA | NORMAL,26-07-2019,MACHO,ALAZAN,SAFETY CHECK (IRE),SOLAMENTE TU,HALO SUNSHINE (USA),DON YAYO,468,57
12/07/2024,19:00,STORM TEXANO,GONCALVES FRANCISCO LEANDRO,1,1200,LANDOLA RODOLFO A,EL KAISER (R.IV),8,ARENA | NORMAL,03-09-2019,MACHO,ALAZAN,NASHVILLE TEXAN,IRISH STORM,STORM SURGE (USA),MASAMA,515,57
12/07/2024,19:00,MR. LURRO,PILIERO SERGIO A,2,1200,OLIVERA FABIAN A,MILTON MANUEL (LP),9,ARENA | NORMAL,02-09-2019,MACHO,ZAINO,PORTAL DEL ALTO,DEAR PRINCESS,LOUIS QUATORZE (USA),RODEO CHICO,459,57
12/07/2024,19:00,ELLIDER,NORIEGA COBIAN LUCAS J,3,1200,GLADES ARMANDO C,EL VETERANO (R.IV),1,ARENA | NORMAL,05-10-2019,MACHO,ZAINO,HOMAGE (USA),EXPRESSIVELY (USA),STREET CRY (IRE),LA LEYENDA DE ARECO,548,57
12/07/2024,19:00,GIUSEPPINO,ALFARO MARCOS A,4,1200,LOPEZ ALBERTO M,1912 (LP),12,ARENA | NORMAL,18-09-2018,MACHO,ZAINO,CIMA DE TRIOMPHE (IRE),EVA VISION,POLLARD'S VISION (USA),LA PASCUALA,508,52.1
12/07/2024,19:00,LEYENDA STRIPES,PEREYRA WILLIAM,5,1200,RUVELLI JORGE D,LOS BAEZ (AZ),10,ARENA | NORMAL,10-11-2018,MACHO,ZAINO,VALID STRIPES,PILUCHONITA,NUMEROUS (USA),CESANI ADRIAN ALBERTO,499,55
12/07/2024,19:00,HORSE REAL,GIORGIS ABEL L J,6,1200,REY MANUEL S,EL IMPROVISADO (AZ),5,ARENA | NORMAL,12-11-2019,MACHO,ZAINO,HORSE GREELEY (USA),REAL PRO,PETIT POUCET (GB),MUSSO ROGELIO ANTONIO,526,57
12/07/2024,19:00,LUCA CHANGRETTA,CONTI SANTIAGO F,7,1200,CINCUNEGUI OSCAR,LOS SECOS (C.RIV),4,ARENA | NORMAL,21-08-2019,MACHO,ZAINO,SAFETY CHECK (IRE),DISNEY SPRING,ARCHIPENKO (USA),HERITAGE BLOODSTOCK S. A.,480,56
12/07/2024,19:00,ANGEL EVARISTO,ORTEGA TORRES EDUARDO G,8,1200,SIELE EDUARDO N,EL CHANGO (AZ),7,ARENA | NORMAL,31-08-2018,MACHO,ZAINO,WATER POWER,TOBITA,GRAND REWARD (USA),CROSS,474,55
12/07/2024,19:00,VLADIMIR TOY,ARMOHA LEOPOLDO M,9,1200,FERNANDEZ RODGER LUCAS M,LOS DOS HERMANOS (CBA),13,ARENA | NORMAL,15-09-2018,MACHO,ZAINO,PANEGIRICO,LEGAL TOY,LEGAL CASE,RANQUEL,446,55
12/07/2024,19:00,QUE VASQUITO,ENRIQUE BRIAN R,10,1200,GARCES FERNANDO A,DON CHICHE (SR),2,ARENA | NORMAL,11-11-2019,MACHO,TORDILLO,QUE ME DICES,VASCA LUDE,INTERLUDE,MOURAZOS MARIBEL VALERIA,463,57
12/07/2024,19:00,MI OBSTINACION,CARRIZO PABLO D,11,1200,ORTELLI GUSTAVO CARLOS,SAINT MORA (SI),3,ARENA | NORMAL,12-07-2019,MACHO,ZAINO,MANIPULATOR (USA),TROMPETA MENTIROSA (USA),ROCKPORT HARBOR,DON ARCANGEL,473,57
12/07/2024,19:00,BIG TOM,RECUERO LUCIANO M,12,1200,GOROSURRETA MARTIN A,LAS TRES PALMERAS (AZ),11,ARENA | NORMAL,08-09-2018,MACHO,ZAINO,FILOSO EMPEROR,MISS CRESCENT,NUMEROUS (USA),GOROSURRETA MARTIN A.,464,51.5
12/07/2024,19:00,INDOMABLE CORAZON,BASCUÑAN RODRIGO D,99,1200,DE LUCIA MARCELO W,LA ESPERANZA (AZ),6,ARENA | NORMAL,09-09-2019,MACHO,ZAINO,HURRICANE CAT (USA),IDOCRASE,ROMAN RULER (USA),VACACION,510,57
12/07/2024,19:30,BOND TO YOU,MOREYRA WILSON R,1,1400,MARSIGLIA LALINDE DANIEL G,DON TEODORO (SI),7,ARENA | NORMAL,21-07-2020,MACHO,ZAINO,EQUAL STRIPES,BOUDICA,ORPEN (USA),ABOLENGO,560,57.4
12/07/2024,19:30,SLOVENIAN,VILLAGRA JUAN C,2,1400,FRENKEL SANTILLAN GUILLERMO (H),LA ADELAIDA (SI),3,ARENA | NORMAL,01-08-2020,MACHO,ZAINO,IN THE DARK,SEXY STRIPES,CANDY STRIPES (USA),VACACION,520,57.7
12/07/2024,19:30,THE ATLANTIC,ALDERETE OSVALDO A,3,1400,BORTULE ELVIO R,RACE CLUB,13,ARENA | NORMAL,15-09-2020,MACHO,ALAZAN,ENDORSEMENT (USA),GRAN OCEANICA,GRAND REWARD (USA),LA QUEBRADA,525,57.6
12/07/2024,19:30,BUSCABUSHA,CALVENTE GUSTAVO E,4,1400,CALVENTE HECTOR G,STUD EL DESECHO (LP),14,ARENA | NORMAL,06-08-2020,MACHO,TORDILLO,REMOTE (GB),DOÑA CRISTINA,CATCHER IN THE RYE (IRE),ALBORADA,508,57.9
12/07/2024,19:30,COSTO CERO,PERALTA JORGE LUIS,5,1400,MONTOYA HECTOR M,EL TIMO (AZ),1,ARENA | NORMAL,18-09-2020,MACHO,ZAINO,DADDY LONG LEGS (USA),COSTA DORADA (CHI),HENRYTHENAVIGATOR (USA),COMERCIAL LOS ALPES ARECO S.A.,433,57.2
12/07/2024,19:30,IMPLICO TODO,BORDA GONZALO D,6,1400,MEDINA CARLOS A,ENFANT'S GATE,10,ARENA | NORMAL,25-07-2020,MACHO,ZAINO,EQUAL STRIPES,IMPOLUTA,TREASURE BEACH (GB),ABOLENGO,522,57
12/07/2024,19:30,SOUTH GOLDEN,SINIANI EMILIANO F,7,1400,LOPEZ ALBERTO M,1912 (LP),9,ARENA | NORMAL,10-09-2020,MACHO,ZAINO,SOUTH KISSING,CANDY KEY,IBERO,MIL NOVECIENTOS DOCE,480,57
12/07/2024,19:30,MOON STRIPES,GONCALVES FRANCISCO LEANDRO,8,1400,MARSIGLIA LALINDE DANIEL G,LA MANIJA,16,ARENA | NORMAL,20-10-2020,MACHO,ZAINO,EQUAL STRIPES,MOON BASE,ORPEN (USA),LA MANIJA,520,57
12/07/2024,19:30,EL TRUQUEADO,ENRIQUE BRIAN R,9,1400,GARCES FERNANDO A,SANTA TERESITA (SR),15,ARENA | NORMAL,17-08-2020,MACHO,ALAZAN,TRUE CAUSE (USA),LA REMILGADA,LUHUK (USA),LA FORTALEZA,474,57
12/07/2024,19:30,STRATEGIC MONCARO,LA PALMA MARTIN A,10,1400,SAUNDERS VICTOR M,EL REJUNTE (Rº),8,ARENA | NORMAL,12-08-2020,MACHO,ALAZAN,STRATEGIC PRINCE (GB),FANTASTICA STAR,STAR DABBLER (USA),LAS CASUARINAS,451,57
12/07/2024,19:30,CATEDRATICO WARRIOR,PEREYRA WILLIAM,11,1400,SALDIVIA JUAN F,LA PASCUALA (SI),11,ARENA | NORMAL,11-09-2020,MACHO,ZAINO,VICTOR SECURITY,CANDIDA WARRIOR,MAJESTIC WARRIOR (USA),LA PASCUALA,457,57
12/07/2024,19:30,PRINCIPE GULCH,CANDIA GUTIERREZ ELVIO G,12,1400,DURE DARIO S,LAS LATAS (GGUAY),4,ARENA | NORMAL,08-10-2020,MACHO,ZAINO,SNOB GULCH,MUCHA MARCHA,EMPEROR RICHARD,VALIENTE CLAUDIA ELIZABETH,431,57
